n;q;ms;burn_in_iter:2;max_q:9;min_q:2;iter:1;max_n:6000
200;2;0.017734
200;3;0.0135636
200;4;0.011329
200;5;0.0105294
200;6;0.010918
200;7;0.0120453
200;8;0.016245
200;9;0.0230234
200;0;0.0175844
200;-1;0.0131935
300;2;0.0546592
300;3;0.0396923
300;4;0.0331998
300;5;0.0301194
300;6;0.0295261
300;7;0.0320584
300;8;0.0402745
300;9;0.0568178
300;0;0.0551669
300;-1;0.033218
400;2;0.124193
400;3;0.0879925
400;4;0.071849
400;5;0.063949
400;6;0.0613661
400;7;0.0673938
400;8;0.0829291
400;9;0.122616
400;0;0.126708
400;-1;0.0718514
500;2;0.243634
500;3;0.166173
500;4;0.133789
500;5;0.11852
500;6;0.114878
500;7;0.133158
500;8;0.169074
500;9;0.232195
500;0;0.244098
500;-1;0.133237
600;2;0.398545
600;3;0.278981
600;4;0.225123
600;5;0.200602
600;6;0.206471
600;7;0.251741
600;8;0.292634
600;9;0.380449
600;0;0.422227
600;-1;0.225475
700;2;0.627112
700;3;0.437023
700;4;0.355663
700;5;0.321899
700;6;0.35287
700;7;0.436474
700;8;0.496685
700;9;0.60826
700;0;0.677746
700;-1;0.355722
800;2;0.933619
800;3;0.653108
800;4;0.537365
800;5;0.484379
800;6;0.560334
800;7;0.688929
800;8;0.739628
800;9;0.88545
800;0;1.02091
800;-1;0.538408
900;2;1.32807
900;3;0.932326
900;4;0.771774
900;5;0.691203
900;6;0.82634
900;7;1.01496
900;8;1.06422
900;9;1.25039
900;0;1.46037
900;-1;0.776038
200;2;0.0183345
200;3;0.0138243
200;4;0.0113678
200;5;0.0104808
200;6;0.0114566
200;7;0.0121343
200;8;0.01683
200;9;0.023213
200;0;0.0180487
200;-1;0.0133958
300;2;0.0558426
300;3;0.0404436
300;4;0.0337825
300;5;0.0303986
300;6;0.0301484
300;7;0.0330482
300;8;0.0416861
300;9;0.0575488
300;0;0.0558849
300;-1;0.0335014
400;2;0.124307
400;3;0.0916794
400;4;0.0734441
400;5;0.064834
400;6;0.0627559
400;7;0.0686283
400;8;0.0859459
400;9;0.119516
400;0;0.127337
400;-1;0.0730256
500;2;0.235594
500;3;0.169086
500;4;0.135047
500;5;0.119093
500;6;0.116497
500;7;0.134999
500;8;0.164636
500;9;0.229396
500;0;0.245602
500;-1;0.134212
600;2;0.401016
600;3;0.279143
600;4;0.225845
600;5;0.201522
600;6;0.210378
600;7;0.254099
600;8;0.298719
600;9;0.38563
600;0;0.425805
600;-1;0.225519
700;2;0.625837
700;3;0.436738
700;4;0.354799
700;5;0.321624
700;6;0.355131
700;7;0.434856
700;8;0.48342
700;9;0.596247
700;0;0.671893
700;-1;0.35442
800;2;0.934385
800;3;0.657891
800;4;0.53864
800;5;0.486202
800;6;0.561547
800;7;0.680609
800;8;0.7248
800;9;0.873906
800;0;1.02483
800;-1;0.541114
900;2;1.32367
900;3;0.932389
900;4;0.771554
900;5;0.691757
900;6;0.830974
900;7;1.00951
900;8;1.06663
900;9;1.25701
900;0;1.47048
900;-1;0.772359
200;2;0.0181127
200;3;0.0139587
200;4;0.0112858
200;5;0.0105826
200;6;0.0115041
200;7;0.0120727
200;8;0.0168207
200;9;0.0232104
200;0;0.0181225
200;-1;0.0136796
300;2;0.0555531
300;3;0.0403035
300;4;0.0340095
300;5;0.0304955
300;6;0.0302777
300;7;0.0332181
300;8;0.0421704
300;9;0.0586265
300;0;0.0561493
300;-1;0.0335797
400;2;0.124408
400;3;0.0890718
400;4;0.072514
400;5;0.0648454
400;6;0.0628351
400;7;0.0683998
400;8;0.0847522
400;9;0.118639
400;0;0.127759
400;-1;0.0731306
500;2;0.236366
500;3;0.166046
500;4;0.1358
500;5;0.119015
500;6;0.116432
500;7;0.135233
500;8;0.168086
500;9;0.229786
500;0;0.244713
500;-1;0.13389
600;2;0.398593
600;3;0.279853
600;4;0.225616
600;5;0.200519
600;6;0.210173
600;7;0.250412
600;8;0.287867
600;9;0.3716
600;0;0.422756
600;-1;0.225722
700;2;0.626019
700;3;0.437037
700;4;0.354813
700;5;0.3258
700;6;0.355329
700;7;0.435082
700;8;0.483464
700;9;0.598301
700;0;0.671674
700;-1;0.355634
800;2;0.932926
800;3;0.652535
800;4;0.537364
800;5;0.484793
800;6;0.559745
800;7;0.684768
800;8;0.741037
800;9;0.885471
800;0;1.02112
800;-1;0.538583
900;2;1.32361
900;3;0.931441
900;4;0.771398
900;5;0.704069
900;6;0.824308
900;7;1.00519
900;8;1.06604
900;9;1.25384
900;0;1.47524
900;-1;0.771037
200;2;0.0178532
200;3;0.013431
200;4;0.0113015
200;5;0.0105798
200;6;0.0110687
200;7;0.0121159
200;8;0.0161658
200;9;0.023138
200;0;0.0175796
200;-1;0.0132325
300;2;0.0551847
300;3;0.0400263
300;4;0.0331314
300;5;0.0300747
300;6;0.0295995
300;7;0.0324008
300;8;0.0410696
300;9;0.0566447
300;0;0.0552283
300;-1;0.0331033
400;2;0.123872
400;3;0.0884435
400;4;0.0720836
400;5;0.0645106
400;6;0.0619342
400;7;0.0681342
400;8;0.0848042
400;9;0.117117
400;0;0.126505
400;-1;0.0722738
500;2;0.234776
500;3;0.166651
500;4;0.133881
500;5;0.118873
500;6;0.116123
500;7;0.133101
500;8;0.15792
500;9;0.22209
500;0;0.244368
500;-1;0.133953
600;2;0.403328
600;3;0.278988
600;4;0.225654
600;5;0.200505
600;6;0.207824
600;7;0.2478
600;8;0.289319
600;9;0.378115
600;0;0.422541
600;-1;0.225236
700;2;0.630834
700;3;0.436387
700;4;0.359176
700;5;0.320932
700;6;0.355251
700;7;0.432491
700;8;0.477078
700;9;0.59145
700;0;0.672785
700;-1;0.354281
800;2;0.93929
800;3;0.651636
800;4;0.537294
800;5;0.483773
800;6;0.557854
800;7;0.683348
800;8;0.725593
800;9;0.880185
800;0;1.02287
800;-1;0.536546
900;2;1.32725
900;3;0.930244
900;4;0.770404
900;5;0.691104
900;6;0.822228
900;7;1.00578
900;8;1.05804
900;9;1.24632
900;0;1.45889
900;-1;0.771701
200;2;0.0178314
200;3;0.0134654
200;4;0.0113186
200;5;0.0111218
200;6;0.0110079
200;7;0.012055
200;8;0.0162728
200;9;0.0231368
200;0;0.0177897
200;-1;0.0133013
300;2;0.0548189
300;3;0.039923
300;4;0.0331209
300;5;0.0301557
300;6;0.0296844
300;7;0.0325183
300;8;0.0411615
300;9;0.0570457
300;0;0.055588
300;-1;0.0336161
400;2;0.124875
400;3;0.088455
400;4;0.0722296
400;5;0.0643353
400;6;0.0618444
400;7;0.0680772
400;8;0.0862562
400;9;0.120245
400;0;0.126819
400;-1;0.072025
500;2;0.235062
