n;q;ms;burn_in_iter:2;max_q:7;min_q:3;iter:1;max_n:6000
200;3;0.013309
200;4;0.0112483
200;5;0.0104845
200;6;0.0109538
200;7;0.0119962
200;0;0.0175139
300;3;0.0396785
300;4;0.0326782
300;5;0.0296268
300;6;0.0291827
300;7;0.0317625
300;0;0.0546096
400;3;0.0881085
400;4;0.0718894
400;5;0.0639828
400;6;0.0620069
400;7;0.0695768
400;0;0.126185
500;3;0.165111
500;4;0.133246
500;5;0.117883
500;6;0.114846
500;7;0.13555
500;0;0.245854
600;3;0.278453
600;4;0.224772
600;5;0.203962
600;6;0.207762
600;7;0.247343
600;0;0.419974
700;3;0.436384
700;4;0.355335
700;5;0.321266
700;6;0.347202
700;7;0.4265
700;0;0.670453
800;3;0.654583
800;4;0.535442
800;5;0.488774
800;6;0.543997
800;7;0.659486
800;0;1.0199
900;3;0.931062
900;4;0.767887
900;5;0.693724
900;6;0.800572
900;7;0.97449
900;0;1.46318
200;3;0.0138031
200;4;0.0111941
200;5;0.0104037
200;6;0.0111634
200;7;0.011944
200;0;0.0177864
300;3;0.0400546
300;4;0.0330549
300;5;0.0300456
300;6;0.0296301
300;7;0.0323265
300;0;0.0554146
400;3;0.0882972
400;4;0.0719746
400;5;0.0643161
400;6;0.0627965
400;7;0.0686732
400;0;0.126346
500;3;0.165659
500;4;0.133604
500;5;0.122865
500;6;0.116407
500;7;0.135452
500;0;0.244108
600;3;0.279292
600;4;0.224722
600;5;0.201554
600;6;0.209238
600;7;0.254423
600;0;0.421624
700;3;0.436023
700;4;0.354467
700;5;0.321098
700;6;0.351097
700;7;0.432769
700;0;0.670211
800;3;0.652659
800;4;0.538923
800;5;0.485042
800;6;0.552533
800;7;0.681848
800;0;1.03901
900;3;0.933015
900;4;0.774132
900;5;0.692463
900;6;0.819602
900;7;1.01438
900;0;1.47189
200;3;0.0133797
200;4;0.0112157
200;5;0.0104338
200;6;0.0108285
200;7;0.011942
200;0;0.0175179
300;3;0.0397606
300;4;0.0327829
300;5;0.0297471
300;6;0.0293852
300;7;0.0320525
300;0;0.0547032
400;3;0.0881597
400;4;0.0719229
400;5;0.0640402
400;6;0.0621228
400;7;0.0672672
400;0;0.126374
500;3;0.165238
500;4;0.133088
500;5;0.118841
500;6;0.114972
500;7;0.134824
500;0;0.243503
600;3;0.284209
600;4;0.224789
600;5;0.20106
600;6;0.209364
600;7;0.247285
600;0;0.427156
700;3;0.438222
700;4;0.356134
700;5;0.323491
700;6;0.348166
700;7;0.42631
700;0;0.673979
800;3;0.664993
800;4;0.53422
800;5;0.483692
800;6;0.543399
800;7;0.665735
800;0;1.02153
900;3;0.931033
900;4;0.76664
900;5;0.702682
900;6;0.80573
900;7;0.972218
900;0;1.45864
200;3;0.0133793
200;4;0.0112053
200;5;0.0104417
200;6;0.0108323
200;7;0.0119359
200;0;0.0173707
300;3;0.0397866
300;4;0.0329128
300;5;0.0312697
300;6;0.0292355
300;7;0.0319096
300;0;0.0546106
400;3;0.088286
